lexeme	lila_lemma	wikibase_entry
p0544	L23817
p0549	L23818
p0566	L23819
p0586	L23820
p0589	L23821
p0592	L23822
p0600	L23823
p0606	L23824
p0607	L23825
p0607_sc	L23826
p0610	L23827
p0614	L23828
p0616	L23829
p0619	L23830
p0632	L23831
p0635	L23832
p0639	L23833
p0644	L23834
p0659	L23835
p0668	L23836
p0670	L23837
p0688	L23838
p0692	L23839
p0724	L23840
p0725	L23841
p0727	L23842
p0738	L23844
p0757	L23845
p0762	L23846
p0769	L23847
p0785	L23848
p0787	L23849
p0796	L23850
p0805	L23851
p0809	L23852
p0814	L23853
p0819	L23854
p0821	L23855
p0871	L23856
p0873	L23857
p0876	L23858
p0879	L23859
p0880	L23860
p0881	L23861
p0882	L23862
p0885	L23863
p0889	L23864
p0891	L23865
p0898	L23866
p0900	L23867
p0904	L23868
p0905	L23869
p0913	L23870
p0914	L23871
p0915	L23872
p0921	L23873
p0922	L23874
p0927	L23875
p0928	L23876
p0929	L23877
p0930	L23878
p0932	L23879
p0933	L23880
p0934	L23881
p0939	L23882
p0941	L23883
p0942	L23884
p0948	L23885
p0949	L23886
p0951	L23887
p0955	L23888
p0957	L23889
p0958	L23890
p0962	L23891
p0966	L23892
p0967	L23893
p0968	L23894
p0972	L23895
p0976	L23896
p0978	L23897
p0980	L23898
p0983	L23899
p0984	L23900
p0985	L23901
p0986	L23902
p0988	L23903
p0990	L23904
p0992	L23905
p0994	L23906
p0995	L23907
p0998	L23908
p1003	L23909
p1008	L23910
p1011	L23911
p1012	L23912
p1013	L23913
p1016	L23914
p1020	L23915
p1022	L23916
p1028	L23917
p1032	L23918
p1033	L23919
p1035	L23920
p1036	L23921
p1037	L23922
p1039	L23923
p1040	L23924
p1041	L23925
p1043	L23926
p1050	L23927
p1052	L23928
p1053	L23929
p1054	L23930
p1062	L23931
p1065	L23932
p1078	L23933
p1079	L23934
p1081	L23935
p1082	L23936
p1083	L23937
p1086	L23938
p1092	L23939
p1093	L23940
p1106	L23941
p1107	L23942
p1108	L23943
p1111	L23944
p1118	L23945
p1119	L23946
p1127	L23947
p1128	L23948
p1129	L23949
p1130	L23950
p1132	L23951
p1138	L23952
p1139	L23953
p1143	L23954
p1144	L23955
p1146	L23956
p1147	L23957
p1149	L23958
p1152	L23959
p1153	L23960
p1154	L23961
p1156	L23962
p1157	L23963
p1161	L23964
p1163	L23965
p1165	L23966
p1166	L23967
p1169	L23968
p1170	L23969
p1171	L23970
p1174	L23971
p1176	L23972
p1177	L23973
p1179	L23974
p1180	L23975
p1182	L23976
p1183	L23977
p1190	L23978
p1191	L23979
p1192	L23980
p1196	L23981
p1196_sc	L23982
p1200	L23983
p1210	L23984
p1213	L23985
p1228	L23986
p1230	L23987
p1237	L23988
p1253	L23989
p1293	L23990
p1295	L23991
p1300	L23992
p1303	L23993
p1306	L23994
p1308	L23995
p1310	L23996
p1311	L23997
p1312	L23998
p1315	L23999
p1319	L24000
p1324	L24001
p1325	L24002
p1327	L24003
p1330	L24004
p1331	L24005
p1332	L24006
p1337	L24007
p1338	L24008
p1339	L24009
p1341	L24010
p1343	L24011
p1344	L24012
p1352	L24013
p1354	L24014
p1355	L24015
p1356	L24016
p1357	L24017
p1362	L24018
p1367	L24019
p1374	L24020
p1375	L24021
p1376	L24022
p1378	L24023
p1379	L24024
p1382	L24025
p1384	L24026
p1388	L24027
p1391	L24028
p1394	L24029
p1395	L24030
p1396	L24031
p1406	L24032
p1411	L24033
p1413	L24034
p1417	L24035
p1420	L24036
p1422	L24037
p1423	L24038
p1427	L24039
p1436	L24040
p1437	L24041
p1438	L24042
p1439	L24043
p1446	L24044
p1447	L24045
p1450	L24046
p1454	L24047
p1455	L24048
p1460	L24049
p1463	L24050
p1472	L24051
p1477	L24052
p1483	L24053
p1487	L24054
p1493	L24055
p1496	L24056
p1500	L24057
p1502	L24058
p1504	L24059
p1505	L24060
p1506	L24061
p1508	L24062
p1512	L24063
p1513	L24064
p1516	L24065
p1520	L24066
p1521	L24067
p1524	L24068
p1525	L24069
p1529	L24070
p1530	L24071
p1533	L24072
p1535	L24073
p1536	L24074
p1537	L24075
p1539	L24076
p1543	L24077
p1545	L24078
p1549	L24079
p1550	L24080
p1552	L24081
p1554	L24082
p1559	L24083
p1562	L24084
p1563	L24085
p1567	L24086
p1571	L24087
p1571_sc	L24088
p1575	L24089
p1576	L24090
p1577	L24091
p1578	L24092
p1581	L24093
p1586	L24094
p1587	L24095
p1591	L24096
p1595	L24097
p1596	L24098
p1605	L24099
p1607	L24100
p1609	L24101
p1612	L24102
p1613	L24103
p1618	L24104
p1621	L24105
p1623	L24106
p1624	L24107
p1625	L24108
p1626	L24109
p1627	L24110
p1628	L24111
p1630	L24112
p1631	L24113
p1632	L24114
p1634	L24115
p1642	L24116
p1644	L24117
p1646	L24118
p1648	L24119
p1649	L24120
p1650	L24121
p1651	L24122
p1653	L24123
p1654	L24124
p1657	L24125
p1658	L24126
p1660	L24127
p1661	L24128
p1662	L24129
p1664	L24130
p1665	L24131
p1671	L24132
p1671_sc	L24133
p1674	L24134
p1675	L24135
p1676	L24136
p1677	L24137
p1678	L24138
p1680	L24139
p1681	L24140
p1683	L24141
p1685	L24142
p1687	L24143
p1691	L24144
p1695	L24145
p1697	L24146
p1700	L24147
p1703	L24148
p1705	L24149
p1709	L24150
p1712	L24151
p1713	L24152
p1714	L24153
p1715	L24154
p1719	L24155
p1720	L24156
p1724	L24157
p1726	L24158
p1730	L24159
p1737	L24160
p1738	L24161
p1743	L24162
p1745	L24163
p1746	L24164
p1748	L24165
p1750	L24166
p1753	L24167
p1754	L24168
p1755	L24169
p1756	L24170
p1757	L24171
p1758	L24172
p1760	L24173
p1761	L24174
p1764	L24175
p1770	L24176
p1799	L24177
p1808	L24178
p1809	L24179
p1814	L24180
p1851	L24181
p1915	L24182
p1928	L24183
p1967	L24184
p1977	L24185
p1979	L24186
p1979_sc	L24187
p2013	L24188
p2025	L24189
p2038	L24190
p2043	L24191
p2046	L24192
p2049	L24193
p2049_sc	L24194
p2052	L24195
p2053	L24196
p2068	L24197
p2070	L24198
p2081	L24199
p2084	L24200
p2087	L24201
p2088	L24202
p2089	L24203
p2092	L24204
p2094	L24205
p2111	L24206
p2113	L24207
p2115	L24208
p2126	L24209
p2128	L24210
p2130	L24211
p2132	L24212
p2137	L24213
p2157	L24214
p2159	L24215
p2168	L24216
p2172	L24217
p2218	L24218
p2221	L24219
p2226	L24220
p2227	L24221
p2238	L24222
p2241	L24223
p2251	L24224
p2255	L24225
p2263	L24226
p2272	L24227
p2278	L24228
p2279	L24229
p2300	L24230
p2303	L24231
p2306	L24232
p2320	L24233
p2333	L24234
p2348	L24235
p2352	L24236
p2361	L24237
p2363	L24238
p2374	L24239
p2377	L24240
p2381	L24241
p2384	L24242
p2429	L24243
p2441	L24244
p2455	L24245
p2463	L24246
p2466	L24247
p2469	L24248
p2473	L24249
p2474	L24250
p2476	L24251
p2479	L24252
p2539	L24253
p2555	L24254
p2562	L24255
p2584	L24256
p2600	L24257
p2602	L24258
p2615	L24259
p2635	L24260
p2638	L24261
p2642	L24262
p2653	L24263
p2671	L24264
p2681	L24265
p2695	L24266
p2696	L24267
p2697	L24268
p2705	L24269
p2710	L24270
p2714	L24271
p2717	L24272
p2719	L24273
p2731	L24274
p2733	L24275
p2741	L24276
p2744	L24277
p2751	L24278
p2753	L24279
p2765	L24280
p2774	L24281
p2775	L24282
p2776	L24283
p2778	L24284
p2779	L24285
p2782	L24286
p2790	L24287
p2792	L24288
p2794	L24289
p2795	L24290
p2796	L24291
p2798	L24292
p2805	L24293
p2810	L24294
p2815	L24295
p2817	L24296
p2819	L24297
p2820	L24298
p2825	L24299
p2829	L24300
p2832	L24301
p2838	L24302
p2841	L24303
p2842	L24304
p2843	L24305
p2847	L24306
p2850	L24307
p2857	L24308
p2860	L24309
p2861	L24310
p2866	L24311
p2868	L24312
p2871	L24313
p2872	L24314
p2873	L24315
p2874	L24316
p2877	L24317
p2880	L24318
p2881	L24319
p2883	L24320
p2884	L24321
p2886	L24322
p2889	L24323
p2890	L24324
p2892	L24325
p2893	L24326
p2898	L24327
p2899	L24328
p2903	L24329
p2910	L24330
p2912	L24331
p2916	L24332
p2928	L24333
p2929	L24334
p2936	L24335
p2940	L24336
p2942	L24337
p2947	L24338
p2948	L24339
p2951	L24340
p2952	L24341
p2954	L24342
p2957	L24343
p2959	L24344
p2960	L24345
p2961	L24346
p2962	L24347
p2967	L24348
p2977	L24349
p2983	L24350
p2985	L24351
p2987	L24352
p2989	L24353
p2990	L24354
p2994	L24355
p2995	L24356
p2996	L24357
p3000	L24358
p3001	L24359
p3002	L24360
p3003	L24361
p3005	L24362
p3006	L24363
p3008	L24364
p3009	L24365
p3011	L24366
p3012	L24367
p3013	L24368
p3014	L24369
p3016	L24370
p3017	L24371
p3019	L24372
p3020	L24373
p3022	L24374
p3023	L24375
p3024	L24376
p3025	L24377
p3029	L24378
p3031	L24379
p3036	L24380
p3037	L24381
p3039	L24382
p3041	L24383
p3042	L24384
p3043	L24385
p3044	L24386
p3045	L24387
p3046	L24388
p3048	L24389
p3049	L24390
p3052	L24391
p3053	L24392
p3055	L24393
p3056	L24394
p3062	L24395
p3068	L24396
p3069	L24397
p3070	L24398
p3073	L24399
p3077	L24400
p3078	L24401
p3080	L24402
p3082	L24403
p3084	L24404
p3086	L24405
p3088	L24406
p3089	L24407
p3094	L24408
p3095	L24409
p3096	L24410
p3097	L24411
p3102	L24412
p3105	L24413
p3106	L24414
p3108	L24415
p3109	L24416
p3110	L24417
p3113	L24418
p3114	L24419
p3116	L24420
p3117	L24421
p3118	L24422
p3124	L24423
p3126	L24424
p3127	L24425
p3130	L24426
p3131	L24427
p3133	L24428
p3140	L24429
p3141	L24430
p3143	L24431
p3144	L24432
p3145	L24433
p3147	L24434
p3149	L24435
p3150	L24436
p3151	L24437
p3153	L24438
p3156	L24439
p3160	L24440
p3161	L24441
p3164	L24442
p3166	L24443
p3172	L24444
p3174	L24445
p3175	L24446
p3176	L24447
p3178	L24448
p3180	L24449
p3182	L24450
p3183	L24451
p3184	L24452
p3185	L24453
p3186	L24454
p3191	L24455
p3193	L24456
p3195	L24457
p3196	L24458
p3198	L24459
p3202	L24460
p3204	L24461
p3205	L24462
p3206	L24463
p3211	L24464
p3215	L24465
p3219	L24466
p3222	L24467
p3225	L24468
p3226	L24469
p3231	L24470
p3234	L24471
p3236	L24472
p3241	L24473
p3242	L24474
p3247	L24475
p3249	L24476
p3252	L24477
p3255	L24478
p3256	L24479
p3258	L24480
p3259	L24481
p3262	L24482
p3266	L24483
p3267	L24484
p3270	L24485
p3276	L24486
p3277	L24487
p3280	L24488
p3282	L24489
p3283	L24490
p3287	L24491
p3292	L24492
p3293	L24493
p3296	L24494
p3300	L24495
p3302	L24496
p3303	L24497
p3304	L24498
p3306	L24499
p3307	L24500
p3308	L24501
p3309	L24502
p3310	L24503
p3314	L24504
p3320	L24505
p3323	L24506
p3325	L24507
p3327	L24508
p3329	L24509
p3330	L24510
p3332	L24511
p3335	L24512
p3336	L24513
p3338	L24514
p3343	L24515
p3345	L24516
p3347	L24517
p3354	L24518
p3355	L24519
p3356	L24520
p3357	L24521
p3358	L24522
p3360	L24523
p3361	L24524
p3362	L24525
p3365	L24526
p3367	L24527
p3368	L24528
p3369	L24529
p3370	L24530
p3372	L24531
p3373	L24532
p3375	L24533
p3376	L24534
p3377	L24535
p3378	L24536
p3380	L24537
p3381	L24538
p3382	L24539
p3383	L24540
p3385	L24541
p3386	L24542
p3387	L24543
p3388	L24544
p3390	L24545
p3392	L24546
p3393	L24547
p3394	L24548
p3395	L24549
p3396	L24550
p3398	L24551
p3400	L24552
p3401	L24553
p3402	L24554
p3408	L24555
p3410	L24556
p3411	L24557
p3412	L24558
p3413	L24559
p3415	L24560
p3418	L24561
p3419	L24562
p3419_sc	L24563
p3421	L24564
p3427	L24565
p3428	L24566
p3429	L24567
p3431	L24568
p3435	L24569
p3436	L24570
p3438	L24571
p3441	L24572
p3443	L24573
p3444	L24574
p3445	L24575
p3449	L24576
p3452	L24577
p3453	L24578
p3454	L24579
p3456	L24580
p3461	L24581
p3465	L24582
p3496	L24583
p3497	L24584
p3499	L24585
p3502	L24586
p3506	L24587
p3513	L24588
p3569	L24589
p3575	L24590
p3590	L24591
p3618	L24592
p3620	L24593
p3623	L24594
p3634	L24595
p3639	L24596
p3641	L24597
p3652	L24598
p3654	L24599
p3656	L24600
p3657	L24601
p3659	L24602
p3662	L24603
p3665	L24604
p3666	L24605
p3673	L24606
p3678	L24607
p3679	L24608
p3681	L24609
p3683	L24610
p3687	L24611
p3691	L24612
p3692	L24613
p3699	L24614
p3700	L24615
p3704	L24616
p3705	L24617
p3708	L24618
p3709	L24619
p3712	L24620
p3721	L24621
p3729	L24622
p3731	L24623
p3732	L24624
p3734	L24625
p3738	L24626
p3747	L24627
p3752	L24628
p3756	L24629
p3763	L24630
p3764	L24631
p3767	L24632
p3771	L24633
p3772	L24634
p3773	L24635
p3774	L24636
p3777	L24637
p3779	L24638
p3780	L24639
p3783	L24640
p3787	L24641
p3790	L24642
p3794	L24643
p3795	L24644
p3796	L24645
p3797	L24646
p3800	L24647
p3804	L24648
p3810	L24649
p3815	L24650
p3816	L24651
p3819	L24652
p3822	L24653
p3827	L24654
p3828	L24655
p3834	L24656
p3835	L24657
p3836	L24658
p3837	L24659
p3840	L24660
p3843	L24661
p3850	L24662
p3852	L24663
p3856	L24664
p3857	L24665
p3858	L24666
p3867	L24667
p3870	L24668
p3873	L24669
p3874	L24670
p3877	L24671
p3878	L24672
p3879	L24673
p3882	L24674
p3888	L24675
p3890	L24676
p3891	L24677
p3895	L24678
p3898	L24679
p3901	L24680
p3905	L24681
p3913	L24682
p3914	L24683
p3915	L24684
p3918	L24685
p3924	L24686
p3926	L24687
p3931	L24688
p3937	L24689
p3943	L24690
p3945	L24691
p3949	L24692
p3951	L24693
p3953	L24694
p3959	L24695
p3962	L24696
p3969	L24697
p3973	L24698
p3983	L24699
p3984	L24700
p3985	L24701
p3989	L24702
p3991	L24703
p3993	L24704
p4000	L24705
p4006	L24706
p4008	L24707
p4015	L24708
p4023	L24709
p4039	L24710
p4042	L24711
p4043	L24712
p4044	L24713
p4050	L24714
p4052	L24715
p4056	L24716
p4057	L24717
p4061	L24718
p4066	L24719
p4067	L24720
p4078	L24721
p4080	L24722
p4083	L24723
p4084	L24724
p4085	L24725
p4095	L24726
p4096	L24727
p4098	L24728
p4099	L24729
p4100	L24730
p4103	L24731
p4106	L24732
p4107	L24733
p4108	L24734
p4121	L24735
p4123	L24736
p4126	L24737
p4129	L24738
p4132	L24739
p4135	L24740
p4139	L24741
p4142	L24742
p4146	L24743
p4149	L24744
p4150	L24745
p4152	L24746
p4160	L24747
p4162	L24748
p4164	L24749
p4166	L24750
p4167	L24751
p4168	L24752
p4169	L24753
p4171	L24754
p4175	L24755
p4183	L24756
p4186	L24757
p4190	L24758
p4196	L24759
p4200	L24760
p4201	L24761
p4203	L24762
p4208	L24763
p4209	L24764
p4210	L24765
p4214	L24766
p4221	L24767
p4223	L24768
p4232	L24769
p4233	L24770
p4234	L24771
p4235	L24772
p4238	L24773
p4244	L24774
p4259	L24775
p4267	L24776
p4270	L24777
p4325	L24778
p4330	L24779
p4365	L24780
p4369	L24781
p4376	L24782
p4379	L24783
p4380	L24784
p4391	L24785
p4393	L24786
p4397	L24787
p4405	L24788
p4406	L24789
p4418	L24790
p4432	L24791
p4437	L24792
p4458	L24793
p4461	L24794
p4461_sc	L24795
p4477	L24796
p4479	L24797
p4486	L24798
p4494	L24799
p4500	L24800
p4502	L24801
p4514	L24802
p4528	L24803
p4531	L24804
p4534	L24805
p4543	L24806
p4552	L24807
p4553	L24808
p4556	L24809
p4563	L24810
p4566	L24811
p4572	L24812
p4590	L24813
p4591	L24814
p4604	L24815
p4605	L24816
p4613	L24817
p4618	L24818
p4619	L24819
p4621	L24820
p4621_sc	L24821
p4666	L24822
p4673	L24823
p4688	L24824
p4694	L24825
p4697	L24826
p4698	L24827
p5000	L24828
p6376	L24829
p6421	L24830
p6434	L24831
p6435	L24832
p6691	L24833
p7113	L26628
p7128	L24834
p8357	L24835
p8413	L24836
p9933	L24837
p9941	L24838
p9942	L24839
p9947	L24840
p9948	L24841
q0067	L24842
q0078	L24843
q0087	L24844
q0090	L24845
q0095	L24846
q0096	L24847
q0099	L24848
q0155	L24849
q0156	L24850
q0164	L24851
q0178	L24852
q0183	L24853
q0189	L24854
q0191	L24855
q0206	L24856
q0209	L24857
q0219	L24858
q0281	L24859
q0282	L24860
q0293	L24861
q0294	L24862
q9103	L24863
r0085	L24864
r0230	L24865
r0247	L24866
r0279	L24867
r0284	L24868
r0352	L24869
r0374	L24870
r0388	L24871
r0446	L24872
r0960	L24873
r0961	L24874
r0962	L24875
r0963	L24876
r0964	L24877
r0965	L24878
r0966	L24879
r0967	L24880
r0967_sc	L24881
r0969	L24882
r0970	L24883
r0971	L24884
r0972	L24885
r0973	L24886
r0974	L24887
r0975	L24888
r0976	L24889
r0977	L24890
r0978	L24891
r0979	L24892
r0980	L24893
r0981	L24894
r0982	L24895
r0983	L24896
r0984	L24897
r0985	L24898
r0986	L24899
r0987	L24900
r0988	L24901
r0989	L24902
r0990	L24903
r0991	L24904
r0991_sc	L24905
r0992	L24906
r0993	L24907
r0994	L24908
r0995	L24909
r0996	L24910
r0997	L24911
r0999	L24912
r1000	L24913
r1001	L24914
r1002	L24915
r1003	L24916
r1004	L24917
r1005	L24918
r1006	L24919
r1007	L24920
r1008	L24921
r1009	L24922
r1010	L24923
r1011	L24924
r1012	L24925
r1013	L24926
r1014	L24927
r1015	L24928
r1016	L24929
r1017	L24930
r1018	L24931
r1019	L24932
r1020	L24933
r1021	L24934
r1022	L24935
r1023	L24936
r1024	L24937
r1025	L24938
r1026	L24939
r1027	L24940
r1028	L24941
r1029	L24942
r1030	L24943
r1031	L24944
r1032	L24945
r1033	L24946
r1034	L24947
r1035	L24948
r1036	L24949
r1037	L24950
r1038	L24951
r1040	L24952
r1041	L24953
r1042	L24954
r1043	L24955
r1044	L24956
r1045	L24957
r1046	L24958
r1047	L24959
r1048	L24960
r1049	L24961
r1050	L24962
r1051	L24963
r1052	L24964
r1053	L24965
r1054	L24966
r1055	L24967
r1056	L24968
r1057	L24969
r1058	L24970
r1059	L24971
r1060	L24972
r1061	L24973
r1062	L24974
r1063	L24975
r1064	L24976
r1067	L24977
r1068	L24978
r1069	L24979
r1070	L24980
r1071	L24981
r1072	L24982
r1073	L24983
r1074	L24984
r1075	L24985
r1076	L24986
r1077	L24987
r1078	L24988
r1079	L24989
r1080	L24990
r1081	L24991
r1082	L24992
r1083	L24993
r1084	L24994
r1085	L24995
r1086	L24996
r1087	L24997
r1088	L24998
r1089	L24999
r1090	L25000
r1091	L25001
r1092	L25002
r1093	L25003
r1094	L25004
r1095	L25005
r1096	L25006
r1097	L25007
r1098	L25008
r1099	L25009
r1100	L25010
r1101	L25011
r1102	L25012
r1103	L25013
r1104	L25014
r1105	L25015
r1106	L25016
r1107	L25017
r1109	L25018
r1110	L25019
r1111	L25020
r1112	L25021
r1113	L25022
r1113_sc	L25023
r1115	L25024
r1116	L25025
r1117	L25026
r1118	L25027
r1119	L25028
r1120	L25029
r1121	L25030
r1122	L25031
r1123	L25032
r1124	L25033
r1125	L25034
r1126	L25035
r1126_sc	L25036
r1127	L25037
r1128	L25038
r1129	L25039
r1130	L25040
r1131	L25041
r1132	L25042
r1133	L25043
r1134	L25044
r1135	L25045
r1136	L25046
r1137	L25047
r1138	L25048
r1139	L25049
r1140	L25050
r1141	L25051
r1143	L25052
r1144	L25053
r1145	L25054
r1146	L25055
r1147	L25056
r1148	L25057
r1149	L25058
r1150	L25059
r1151	L25060
r1152	L25061
r1153	L25062
r1154	L25063
r1155	L25064
r1156	L25065
r1157	L25066
r1158	L25067
r1159	L25068
r1160	L25069
r1161	L25070
r1162	L25071
r1163	L25072
r1164	L25073
r1165	L25074
r1166	L25075
r1167	L25076
r1168	L25077
r1169	L25078
r1170	L25079
r1171	L25080
r1172	L25081
r1173	L25082
r1175	L25083
r1176	L25084
r1177	L25085
r1178	L25086
r1179	L25087
r1180	L25088
r1181	L25089
r1183	L25090
r1184	L25091
r1185	L25092
r1185_sc	L25093
r1186	L25094
r1187	L25095
r1188	L25096
r1189	L25097
r1192	L25098
r1193	L25099
r1194	L25100
r1195	L25101
r1196	L25102
r1197	L25103
r1198	L25104
r1199	L25105
r1200	L25106
r1201	L25107
r1202	L25108
r1203	L25109
r1204	L25110
r1205	L25111
r1206	L25112
r1207	L25113
r1208	L25114
r1210	L25115
r1211	L25116
r1212	L25117
r1213	L25118
r1214	L25119
r1215	L25120
r1216	L25121
r1217	L25122
r1218	L25123
r1219	L25124
r1230	L25125
r1231	L25126
r1232	L25127
r1233	L25128
r1235	L25129
r1236	L25130
r1237	L25131
r1238	L25132
r1239	L25133
r1240	L25134
r1241	L25135
r1241_sc	L25136
r1242	L25137
r1243	L25138
r1244	L25139
r1245	L25140
r1246	L25141
r1247	L25142
r1248	L25143
r1249	L25144
r1250	L25145
r1251	L25146
r1252	L25147
r1253	L25148
r1254	L25149
r1255	L25150
r1256	L25151
r1257	L25152
r1258	L25153
r1259	L25154
r1260	L25155
r1261	L25156
r1262	L25157
r1263	L25158
r1264	L25159
r1265	L25160
r1266	L25161
r1267	L25162
r1268	L25163
r1269	L25164
r1270	L25165
r1271	L25166
r1272	L25167
r1273	L25168
r1274	L25169
r1275	L25170
r1276	L25171
r1277	L25172
r1278	L25173
r1279	L25174
r1280	L25175
r1281	L25176
r1282	L25177
r1283	L25178
r1284	L25179
r1285	L25180
r1286	L25181
r1287	L25182
r1288	L25183
r1289	L25184
r1290	L25185
r1291	L25186
r1292	L25187
r1293	L25188
r1294	L25189
r1295	L25190
r1296	L25191
r1297	L25192
r1298	L25193
r1299	L25194
r1300	L25195
r1301	L25196
r1302	L25197
r1303	L25198
r1304	L25199
r1305	L25200
r1306	L25201
r1307	L25202
r1308	L25203
r1309	L25204
r1310	L25205
r1311	L25206
r1312	L25207
r1313	L25208
r1314	L25209
r1315	L25210
r1316	L25211
r1317	L25212
r1318	L25213
r1319	L25214
r1320	L25215
r1321	L25216
r1323	L25217
r1324	L25218
r1325	L25219
r1326	L25220
r1327	L25221
r1328	L25222
r1329	L25223
r1330	L25224
r1331	L25225
r1332	L25226
r1333	L25227
r1334	L25228
r1335	L25229
r1336	L25230
r1337	L25231
r1338	L25232
r1339	L25233
r1340	L25234
r1341	L25235
r1342	L25236
r1343	L25237
r1344	L25238
r1345	L25239
r1346	L25240
r1347	L25241
r1348	L25242
r1349	L25243
r1350	L25244
r1351	L25245
r1352	L25246
r1352_sc	L25247
r1353	L25248
r1354	L25249
r1355	L25250
r1356	L25251
r1357	L25252
r1358	L25253
r1359	L25254
r1360	L25255
r1361	L25256
r1362	L25257
r1363	L25258
r1364	L25259
r1365	L25260
r1366	L25261
r1367	L25262
r1368	L25263
r1369	L25264
r1370	L25265
r1371	L25266
r1372	L25267
r1373	L25268
r1374	L25269
r1375	L25270
r1376	L25271
r1377	L25272
r1378	L25273
r1379	L25274
r1380	L25275
r1381	L25276
r1382	L25277
r1383	L25278
r1384	L25279
r1385	L25280
r1386	L25281
r1387	L25282
r1388	L25283
r1389	L25284
r1390	L25285
r1391	L25286
r1392	L25287
r1393	L25288
r1394	L25289
r1395	L25290
r1396	L25291
r1397	L25292
r1398	L25293
r1399	L25294
r1400	L25295
r1401	L25296
r1402	L25297
r1403	L25298
r1405	L25299
r1415	L25300
r1416	L25301
r1417	L25302
r1418	L25303
r1419	L25304
r1420	L25305
r1421	L25306
r1422	L25307
r1426	L25308
r1427	L25309
r1428	L25310
r1429	L25311
r1430	L25312
r1431	L25313
r1432	L25314
r1433	L25315
r1434	L25316
r1435	L25317
r1436	L25318
r1437	L25319
r1438	L25320
r1439	L25321
r1440	L25322
r1441	L25323
r1442	L25324
r1442_sc	L25325
r1443	L25326
r1444	L25327
r1445	L25328
r1446	L25329
r1447	L25330
r1448	L25331
r1449	L25332
r1450	L25333
r1451	L25334
r1452	L25335
r1453	L25336
r1454	L25337
r1455	L25338
r1456	L25339
r1457	L25340
r1457_sc	L25341
r1458	L25342
r1459	L25343
r1461	L25344
r1462	L25345
r1463	L25346
r1464	L25347
r1465	L25348
r1466	L25349
r1467	L25350
r1468	L25351
r1469	L25352
r1470	L25353
r1471	L25354
r1472	L25355
r1473	L25356
r1474	L25357
r1475	L25358
r1476	L25359
r1477	L25360
r1478	L25361
r1479	L25362
r1479_sc	L25363
r1480	L25364
r1481	L25365
r1482	L25366
r1484	L25367
r1485	L25368
r1486	L25369
r1487	L25370
r1488	L25371
r1489	L25372
r1490	L25373
r1491	L25374
r1492	L25375
r1493	L25376
r1494	L25377
r1495	L25378
r1496	L25379
r1497	L25380
r1498	L25381
r1499	L25382
r1500	L25383
r1501	L25384
r1502	L25385
r1503	L25386
r1504	L25387
r1505	L25388
r1506	L25389
r7053	L25390
r8002	L25391
r8003	L25392
r8004	L25393
r8005	L25394
r8006	L25395
r8007	L25396
r8008	L25397
r8009	L25398
r8010	L25399
r8061	L25400
r8138	L25401
r8212	L25402
r9144	L25403
r9367	L25404
r9375	L25405
r9611	L25406
r9990	L25407
s0009	L25408
s0018	L25409
s0023	L25410
s0031	L25411
s0064	L25412
s0071	L25413
s0083	L25414
s0095	L25415
s0117	L25416
s0118	L25417
s0124	L25418
s0169	L25419
s0173	L25420
s0179	L25421
s0182	L25422
s0183	L25423
s0200	L25424
s0212	L25425
s0213	L25426
s0225	L25427
s0229	L25428
s0232	L25429
s0245	L25430
s0257	L25431
s0267	L25432
s0268	L25433
s0273	L25434
s0303	L25435
s0312	L25436
s0327	L25437
s0328	L25438
s0339	L25439
s0345	L25440
s0352	L25441
s0368	L25442
s0376	L25443
s0381	L25444
s0387	L25445
s0391	L25446
s0403	L25447
s0409	L25448
s0412	L25449
s0424	L25450
s0432	L25451
s0433	L25452
s0434	L25453
s0438	L25454
s0444	L25455
s0454	L25456
s0464	L25457
s0469	L25458
s0486	L25459
s0501	L25460
s0505	L25461
s0508	L25462
s0529	L25463
s0531	L25464
s0537	L25465
s0550	L25466
s0553	L25467
s0573	L25468
s0575	L25469
s0578	L25470
s0582	L25471
s0586	L25472
s0594	L25473
s0647	L25474
s0651	L25475
s0654	L25476
s0665	L25477
s0672	L25478
s0680	L25479
s0687	L25480
s0707	L25481
s0708	L25482
s0741	L25483
s0746	L25484
s0753	L25485
s0758	L25486
s0765	L25487
s0766	L25488
s0773	L25489
s0801	L25490
s0805	L25491
s0816	L25492
s0831	L25493
s0849	L25494
s0856	L25495
s0858	L25496
s0862	L25497
s0864	L25498
s0875	L25499
s0880	L25500
s0881	L25501
s0887	L25502
s0912	L25503
s0920	L25504
s0922	L25505
s0923	L25506
s0942	L25507
s0948	L25508
s0952	L25509
s0958	L25510
s0961	L25511
s0972	L25512
s0998	L25513
s1024	L25514
s1060	L25515
s1095	L25516
s1151	L25517
s1163	L25518
s1176	L25519
s1186	L25520
s1207	L25521
s1207_sc	L25522
s1223	L25523
s1241	L25524
s1243	L25525
s1259	L25526
s1261	L25527
s1268	L25528
s1332	L25529
s1345	L25530
s1348	L25531
s1357	L25532
s1359	L25533
s1374	L25534
s1379	L25535
s1381	L25536
s1384	L25537
s1385	L25538
s1386	L25539
s1395	L25540
s1409	L25541
s1419	L25542
s1428	L25543
s1430	L25544
s1492	L25545
s1501	L25546
s1504	L25547
s1511	L25548
s1551	L25549
s1565	L25550
s1569	L25551
s1574	L25552
s1575	L25553
s1579	L25554
s1598	L25555
s1604	L25556
